,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
109,Killing for the Greater Good: The Krugersdorp Murders,2022-08-16,447623,12705,2140,"Thanks to Shaker & Spoon for sponsoring today's video. Visit http://shakerandspoon.com/criminalist to get a $20 off coupon at checkout.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Shaker & Spoon.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Aug,The Casual Criminalist
110,The Real-Life Harley Quinn,2022-08-12,260307,10430,1626,"For 16 free meals with HelloFresh across 7 boxes AND 3 free gifts, use code CRIMINALIST16 at https://bit.ly/3zShh4D

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by  HelloFresh.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Aug,The Casual Criminalist
111,Columbine: Mass Murder at a High School,2022-08-09,475932,19304,2503,"While it wasn't the first school shooting to take place in the USA, the Columbine High School Massacre is one of the most well-known ones. The two shooters had no other reason for the attack than a need to kill, and their legacy has led to over 200 deaths in the years to come.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Aug,The Casual Criminalist
112,JonBenét Ramsey – Murder of a Six Year Old Beauty Queen,2022-08-05,479147,16053,3854,"Go to https://curiositystream.thld.co/criminalist_0822b and use code CRIMINALIST to save 25% off today, that’s only $14.99 a year. Thanks to Curiosity Stream for sponsoring today’s video.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Curiosity Stream.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Aug,The Casual Criminalist
113,The Benoit Tragedy: From Crippler to Killer,2022-08-02,216188,12084,2256,"Start building your ideal daily routine! The first 100 people who click on the link will get 25% OFF Fabulous Premium ➡️ https://thefab.co/thecasualcriminalist

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Fabulous.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Aug,The Casual Criminalist
114,Giovanni Brusca: A Mafia Horror Story,2022-07-29,135550,6360,495,"Click the link: http://vessi.com/criminalist and use my Criminalist for  $25 off each pair of adult Vessi shoes!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Vessi.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jul,The Casual Criminalist
115,The Rare Case of Ellen Friar,2022-07-26,395146,14834,2430,"Go to  https://curiositystream.thld.co/criminalist_0722  and use code CRIMINALIST https://curiositystream.thld.co/criminalist_0722 to save 25% off today, that’s only $14.99 a year. Thanks to Curiosity Stream for sponsoring today’s video.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Curiosity Stream.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jul,The Casual Criminalist
116,H.H. Holmes: Ladykiller and Child-Murderer,2022-07-19,810379,14261,1524,"Use code CRIMINALIST16 for up to 16 FREE MEALS + 3 Surprise Gifts across 6 HelloFresh boxes plus free shipping at https://bit.ly/3zShh4D!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by HelloFresh.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jul,The Casual Criminalist
117,The Spectacular Stockholm Helicopter Heist,2022-07-17,100949,6889,673,"Get Surfshark VPN at https://surfshark.deals/criminalist - Enter promo code CRIMINALIST for 83% off and 3 extra months for free!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Surfshark.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jul,The Casual Criminalist
118,John Wayne Gacy: The Demonic Killer Clown,2022-07-15,801174,22267,4181,"John Wayne Gacy was many things - an abused son, a husband, and father, an honored member of the United States Junior Chamber, and a respected businessman. But behind his charming facade, John Gacy was also responsible for the rape, torture, and murder of 33 young men. In this episode of The Casual Criminalist, we do a deep dive into the history of John Wayne Gacy - the Killer Clown.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jul,The Casual Criminalist
119,Henry Lee Lucas: The Confession Killer,2022-07-05,661912,12879,1883,"You can check out Write a Book in a Day here: https://writeabookinaday.com/student-sponsorship/?id=274

You can also visit the Kid's Cancer Project site here: https://www.thekidscancerproject.org.au/

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jul,The Casual Criminalist
120,Aum Shinrikyo: Japan's Strange Terrorist Cult,2022-06-29,363171,10198,1406,"Thanks to Shaker & Spoon for sponsoring today's video. Visit http://shakerandspoon.com/criminalist to get a $20 off coupon at checkout.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Shaker & Spoon.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
121,12 Hours of Casual Criminalist True Crime (No Sponsors),2022-06-29,361634,8837,1076,"I know that some people like uninterrupted listening, so here's a 12 hour compilation of my earlier CasCrim videos without any sponsorships :)

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
122,Dolly and Otto: The Cuckold Killers,2022-06-24,258894,12908,1329,"Play War Thunder for FREE on PC, PS®5 and Xbox Series X|S: https://wtplay.link/casualcriminalistwt. Follow the link to download the game and get your exclusive bonus now. See you in battle!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored WarThunder.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
123,The Murder of Sylvia Likens,2022-06-21,120640,7590,1641,"Click https://athleticgreens.com/tcc to get a 1 year supply of immune-supporting Vitamin D3K2 & 5travel packs FREE with your first purchase!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Athletic Greens.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
124,The Unabomber: The Biggest Manhunt in FBI History (Part 2),2022-06-17,238968,9844,1033,"This video is #sponsored by http://vessi.com/criminalist and https://curiositystream.thld.co/criminalist_0622. Click the link: http://vessi.com/criminalist and use my Criminalist for  $25 off each pair of adult Vessi shoes! Go to https://curiositystream.thld.co/criminalist_0622 and use code CRIMINALIST to save 25% off today, that’s only $14.99 a year. Thanks to Curiosity Stream for sponsoring today’s video.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Vessi and Curiosity Stream.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
125,The Unabomber: The Biggest Manhunt in FBI History (Part 1),2022-06-14,334730,12199,1187,"This video is sponsored by https://thld.co/Sheath_criminalist_0622 and https://surfshark.deals/criminalist. Go to https://thld.co/Sheath_criminalist_0622 and use code criminalist at checkout to get 20% off your order! Thanks to SHEATH for sponsoring today’s video. Get Surfshark VPN at https://surfshark.deals/criminalist - Enter promo code CRIMINALIST for 83% off and 3 extra months for free!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Sheath and Surfshark.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
126,Nancy Crampton Brophy: How to Murder Your Husband,2022-06-10,152960,8542,780,"Use code CRIMINALIST16 for up to 16 FREE MEALS + 3 Surprise Gifts across 6 HelloFresh boxes plus free shipping at https://bit.ly/3zShh4D! 

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored Hello Fresh.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
127,The North Hollywood Shootout: The Bank Robbery that Went Horribly Wrong,2022-06-07,182077,9798,1624,"Get 50% OFF your first 6-bottle box at http://brightcellars.com/casualcriminalist for a total of only $55 including shipping! Bright Cellars is the monthly wine club that matches you with wine that you'll love. Get started by taking the taste palate quiz to see your personalized matches.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Brightcellars.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
128,The Unsolved Mystery of the Black Dahlia Case,2022-06-03,365607,13792,1340,"Click: https://bit.ly/TheCasualCriminalist and sign up for a 14-day free trial and enjoy all the amazing features MyHeritage has to offer. If you decide to continue your subscription, you’ll get a 50% discount.

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by MyHeritage.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",Jun,The Casual Criminalist
129,The Murderous Story of Burke and Hare: The Anatomy Killers,2022-05-27,241747,9561,1425,"Click the link: http://vessi.com/criminalist and use my Criminalist for  $25 off each pair of adult Vessi shoes!

Simon's Social Media:
Twitter: https://twitter.com/SimonWhistler
Instagram: https://www.instagram.com/simonwhistler/

This video is #sponsored by Vessi.

Love content? Check out Simon's other YouTube Channels:

Biographics: https://www.youtube.com/channel/UClnDI2sdehVm1zm_LmUHsjQ
Geographics: https://www.youtube.com/channel/UCHKRfxkMTqiiv4pF99qGKIw
Warographics: https://www.youtube.com/channel/UC9h8BDcXwkhZtnqoQJ7PggA
MegaProjects: https://www.youtube.com/channel/UC0woBco6Dgcxt0h8SwyyOmw
SideProjects: https://www.youtube.com/channel/UC3Wn3dABlgESm8Bzn8Vamgg
Into The Shadows: https://www.youtube.com/c/IntotheShadows
TopTenz: https://www.youtube.com/user/toptenznet
Today I Found Out: https://www.youtube.com/user/TodayIFoundOut
Highlight History: https://www.youtube.com/channel/UCnb-VTwBHEV3gtiB9di9DZQ
Business Blaze: https://www.youtube.com/channel/UCYY5GWf7MHFJ6DZeHreoXgw
Decoding the Unknown: https://www.youtube.com/channel/UCZdWrz8pF6B5Y_c6Zi6pmdQ",May,The Casual Criminalist
