,Title
22,Was it Sacrifice or Serial Killer?? Leonarda Cianciulli | Mystery & Makeup | Bailey Sarian
23,i have no upper body strength
24,some are impressed by vampires
25,Top 5 torture techniques from Medieval Times
26,Top 5 Torture Techniques from Medieval Times - Dark History of Torture | Bailey Sarian
27,Lezz Vampire Killer or PSYCHOPATH?! Who was Tracey Wigginton ? I Mystery & Makeup | Bailey Sarian
28,Yes I cried.
29,Dying for Minimum Wage or Surviving on the Bare Minimum | Dark History with Bailey Sarian
30,FYC: For your Corruption | Dark History - Bailey Sarian
31,Check out my latest Murder Mystery & Makeup #storytime #makeup
32,Sadistic Beast or Sex Beast? Who was Melvin Rees??! Mystery & Makeup | Bailey Sarian
33,The Zankou Chicken Murders. Check out my channel for full video #storytime
34,Me. #makeup
35,Luxury Fashion Haul!!-- Sleeping with the Enemy | Dark History with Bailey Sarian
36,Dr Butcher Brown - Doin the lords work or a complete PSYCHO?!  |  Mystery & Makeup - Bailey Sarian
37,Princess of the Press vs. The Media and THE Man | Dark History - Bailey Sarian
38,Chicken To Die For?? What Was In That Secret Sauce ? | Mystery & Makeup | Bailey Sarian
39,"Horror, Heartbreak & Homicide- Happy New Year!! | Dark History - Bailey Sarian"
40,A Very Krampus Christmas: The Dark Spirits of Christmas Past | Dark History - Bailey Sarian
41,Drinking Deadly Drano - Wrong Place Wrong Time - Hi-Fi Murders | Mystery & Makeup - Bailey Sarian
42,Death By Christmas Candle: What’s Really in Your Favorite Products? | Dark History - Bailey Sarian
43,Terrible Teen Twins or Victims? Learn more about this chilling case on my channel
44,Terrible Teen Twins or Victims? - Jas and Tas Whiteland | Mystery & Makeup - Bailey Sarian
45,How Did We Go from Selling Soap to Selling our Souls? | Dark History - Bailey Sarian
46,"F***, C***, B****, S***, Where Does Cursing Come From?"
47,"Murderer, Cannibal, or Saint?? - Karl Denke | Mystery & Makeup - Bailey Sarian"
48,YOU'VE been Catfished. Who the Hell is Betty Crocker?
49,Cancer for Sale: When is it Enough?
50,Murder or Self Defense? Motel Murder - Robert Moorman | Mystery & Makeup - Bailey Sarian
51,Who Were the Bozos Before Bezos? When Money Ruins Everything
52,"Dungeons, Dragons, And Satan Worship"
53,The Suspish Sitter- Helen Patricia Moore| Mystery & Makeup - Bailey Sarian
54,Cannibalism as Medicine?? The Wild trend of Mummy Powder
55,Clowns That Kill: The Dark History Of Clowns
56,"The Witches are Coming - Hide Your Broom, Hide Your Goats"
57,Would You Kill For Love? David & Catherine Birnie Mystery & Makeup - Bailey Sarian
58,"Ghost Ships, Sunken Cities, And A Triangle Of Doom - 3 Mysteries From The Deep Blue Sea"
59,Soft Drinks & Hard Drugs: Coca Cola's Story is Soda-Pressing
60,The Deadly Diner- Anjette Lyles  | Mystery & Makeup - Bailey Sarian
61,Shave Your Head and Get in the Closet: Dark History of Marriage
62,BAILEY SARIAN TALKS LIVE
63,The Family Annihilator Anthony Todt  | Mystery & Makeup - Bailey Sarian
64,From Mailing Babies to Mailing Bombs: The Postal Service Did What???
65,STOP Beating Your Meat with this Tasty Treat! THE DARK HISTORY OF GRAHAM CRACKERS
66,She’s in OUR DNA?! Who is Henrietta Lacks?
67,"Gossip, Glitter & Whimsical Disgrace - WTF is up with Lisa Frank?"
68,Where did Sex toys even come from? Sinful or medicinal? Dark History
69,"Blood, Butter, and Beheadings? Popcorns shady history you didn't know | Bailey Sarian"
70,Dark History Season 2 with Bailey Sarian
71,✨ New Merch is now LIVE ✨ Baileysarian.com Dark history Season 2 starts up August 3rd 🥉
72,The Best of Dark History: The Joanie Awards
73,Silence=Death: The Dark History of the AIDs Epidemic
74,Making the Band: Dark History of Boybands
75,"Signs, Seances, and the Stars: Dark History of Psychics and Astrology"
76,"Dark History: Cleopatra, Catherine, Jackie, And Yoko: Their True Stories"
77,Heroin & Cigarettes & Tapeworms: The Dark History of Diet Culture
78,Diving Into The Dark Web: Dark History of Silk Road
79,"Sisters, Turned Lovers, Turned Killers? Murderous Maids - Mystery & Makeup | Bailey Sarian"
80,What Really Happened To Kitty Kat West? Freak Accident or More? | Mystery & Makeup Bailey Sarian
81,"Puff, Puff, Pass: Dark History of Cannabis"
82,Is College Even Worth it?: The Dark History of Student Loans
83,The Darkest Show on Earth: The Circus
84,Shoe Obsessed Slayer - Did The Wife Know More? - Jerry Brudos | Mystery & Makeup Bailey Sarian
85,The Government Poisoning Alcohol?!: Prohibition
86,S&M Thrill Killing or Jealous Rage? What Happened To Brittany | Mystery & Makeup - Bailey Sarian
87,The Shocking & Shady Past of Bananas
88,*im back* When Blaming it on the baby is a good idea - Sharon kinne | Mystery & Makeup Bailey Sarian
89,Pre-Tampon vs Post Tampon World: The Dark History of Menstruation
90,Private Prisons: Where Prisoners Become Profit
91,"The TRUTH behind Central Park, Lake Lanier and Dodger Stadium"
92,Equal Rights and Access FOR ALL: The Americans with Disabilities Act
93,How the US STOLE Hawaii
94,The Woman who REALLY Started Rock & Roll: Sister Rosetta Tharpe
95,The Birth of Click Bait & Fake News: Yellow Journalism
96,The Many Crimes of The Nestle Company
97,The Dark Side to the Golden Age of Hollywood
98,Murder In God's Plan? A Fatal Attraction Or Abuse Of Power? Mystery & Makeup Bailey Sarian
99,These Women Were Poisoned by their Job for Years: The Radium Girls
100,Twisted Holiday Tales You’ve Never Heard: Dark History Holiday Edition
101,How Jazz Almost Wasn’t a Thing: The Dark History of Jazz
102,"Covina Christmas Massacre - Santa Claus Shooter, Bruce Pardo | Mystery and Makeup Bailey Sarian"
103,"Before COVID, there was Bubonic Plague in San Fran"
104,SON DID WHAT FOR AVRIL CONCERT?!? - ROBERT LYONS SNAPPED | MYSTERY & MAKEUP BAILEY SARIAN
105,"Why 20,000 People Wanted Italian Immigrants Dead: Sicilian Lynchings"
106,The Sugar Baby Cannibal 🦃 Thanksgiving feast or Self Defense? Mystery & Makeup Bailey Sarian
107,A Church vs. The Feds: Who Shot First?? The WACO Siege
108,Secrets Buried in Unmarked Graves: Residential Schools
109,What really happened to Natalee Holloway? Mysterious Disappearance | Mystery & Makeup Bailey Sarian
110,Concentration Camps... IN AMERICA?!: Japanese Incarceration
111,*CAUGHT* Four Decades Later - Untold Story Of The Golden State Killer | Mystery&Makeup Bailey Sarian
112,Secret Medical Testing on People & the Government Knew?! The Tuskegee Experiment
113,The Comic Book Creator Gone Mad?? Trust Fund Killer - Blake Leibel Mystery & Makeup | Bailey Sarian
114,People Danced Until They LITERALLY Died?! - The Dancing Plague of 1518
115,From Riots and Raids to Gay Pride Parades: How Pride Came to Be
116,Devil In Disguise As A Killer Clown - John Wayne Gacy Was INSANE | Mystery & Makeup Bailey Sarian
117,Who gave the Philly Police a friggin’ BOMB?!: The 1985 MOVE Bombing | Dark History Podcast
118,"*Strange* Blood Rituals By A Teen Vampire Clan, Turns Deadly? Mystery & Makeup | Bailey Sarian"
119,Ep #14: Gay Conversion Therapy: Pseudo Science is Destroying Innocent Lives | Dark History Podcast
120,The Best Friend's Betrayal Caused By An Internet Monster ?? | Mystery & Makeup | Bailey Sarian
121,Ep #13: Edith Wilson: The USA’s First Female President | Dark History Podcast
122,"Ep #12: MKUltra: Mind Control, Drugs and Robocats  | Dark History Podcast"
123,Ep #11: Thomas Edison maybe killed a guy and other enlightening Edison tales | Dark History Podcast
124,Ep #10: Who stole grandma’s body?! The Doctors’ Riots of 1788 | Dark History Podcast
125,Missouri's Mysterious Disappearance -  VANISHED Springfield 3 | Mystery and Makeup Bailey Sarian
126,Ep #9: When the American Dream Goes Up in Flames: Triangle Shirtwaist Fire | Dark History Podcast
127,"Ep #8: The Trail of Tears: Not one, but many | Dark History Podcast"
128,Further proving I am a dumbass
129,Ep #7: Crack vs. Cocaine: Welcome to Incarceration Nation| Dark History Podcast
130,On The Run Sugar Baby or *STRANGE* Coincidences? A Very Deadly Woman From Our Past | Bailey Sarian
131,Ep #6: Mind Games - The Dark History of Lobotomy | Dark History Podcast
132,Chessboard Killer - 1 Of The Actual Worst! - Alexander Pichushkin | Mystery & Makeup| Bailey Sarian
133,Ep #5: Let’s Talk About The Dark History of Birth Control. Buckle In | Dark History Podcast
134,Twisted Love Triangle - Missing Marine Wife Living A Double Life?? | Mystery & Makeup Bailey Sarian
135,Ep #4: Andrew Jackson was the literal devil | Dark History Podcast
136,Ep #3: The Rosewood Massacre | Dark History Podcast
137,He Might Be More Terrifying Than You Think - Issei Sagawa | Mystery & Makeup GRWM| Bailey Sarian
138,Best Friends For Life ?? What Happened To Sarah Stern ? Mystery & Makeup Bailey Sarian
139,Death By Delicious Chocolate - Cordelia Botkins was WILD | Mystery & Makeup Bailey Sarian
140,When Satan Comes To Town - Inside Sean Sellers Messed Up Head - Mystery & Makeup | Bailey Sarian
141,Ep #1 : The DuPont Chemical Poisoning I Dark History Podcast
142,"A Jealous, Bad Actor or Monster? The Dark Case Of Daniel Wozniak | Mystery & Makeup | Bailey Sarian"
143,Dark History Podcast: Trailer
144,The Baby Snatcher. Did She Deserve It Or A Victim Herself? Mystery & Makeup GRWM | Bailey Sarian
145,Brainwashed? A Deal Gone Wrong? Manson Mystery & Makeup | Bailey Sarian
146,The Freeway Phantom - 6 Go Missing In Broad Daylight | Mystery & Makeup | Bailey Sarian
147,Up In Flames An Unsolved Mystery - What Happened To Nanette Krentel? Mystery & Makeup| Bailey Sarian
148,The Ken & Barbie Couple - A Deal With The Devil | Mystery and Makeup - Bailey Sarian
149,The Corn Rake Mystery - A Farmer Attacks Or Wrongly Accused? | Mystery & Makeup - Bailey Sarian
150,Internet Master & A Hidden Secret - What Was John Robinson Up To? Mystery & Makeup | Bailey Sarian
151,"Donald ""Pee Wee"" Gaskins - Wow, He Was The Actual Worst! | Mystery & Makeup Bailey Sarian"
152,But Did He Do It? The Mysterious Story Of Laci & Scott Peterson | Mystery & Makeup - Bailey Sarian
153,"Love, Lies & Lust - What Really Happened With Jodi Arias? | Mystery & Makeup Bailey Sarian"
154,1 Of The Most Hated Women In America Casey Anthony - What Happened? | Mystery & Makeup Bailey Sarian
155,"Hi! Get Ready w/ Me while I chat about where tf Ive been,psychics,keeping relationships spicy & MORE"
156,Who Was Bloody Mary? The Sad True Story of Queen Mary I - Mystery & Makeup | Bailey Sarian
157,"Sex, Drugs & Cannibalism - What Happened to Rose Larner - Mystery & Makeup | Bailey Sarian"
158,"The Mad Butcher, Cleveland Torso Killer - Still Unsolved ?? Mystery and Makeup | Bailey Sarian"
159,The Mysterious Black Dahlia Unsolved Case - Who May Have Done It?! Mystery & Makeup | Bailey Sarian
160,Haunting In Georgia The Unsolved Mystery - The Wyrick Family | Mystery & Makeup | Bailey Sarian
161,Witches in Salem or Something Much Darker? The Salem Witch Trials - Mystery & Makeup| Bailey Sarian
162,Creature That Terrorized West Virginia - The True Story of Mothman| Mystery & Makeup Bailey Sarian
163,Nancy Grace Tells Us Jodine Serrin’s Mystery Case [SOLVED 10 Yrs Later] Mystery&Makeup Bailey Sarian
164,Villisca Axe House Murder House [ Still UNSOLVED ] - Mystery & Makeup GRWM Bailey Sarian
165,The Son Of Sam’s Reign Of Terror. Demon Possessed Dog Gave Demands?| Mystery & Makeup| Bailey Sarian
166,Incestuous Love Affair Turns Deadly - When Greed Takes Over | Mystery & Makeup GRWM | Bailey Sarian
167,The Blood Countess [ Elizabeth Bathory ] And Her Reign Of Terror | Mystery & Makeup | Bailey Sarian
168,10 Rillington Place [ House Of Horrors ] John Christie - Mystery & Makeup GRWM | Bailey Sarian
169,The Real Life Invisible Man Case - What Happened To Cindy James? | Mystery & Makeup Bailey Sarian
170,First Look Bailey Sarian x ESTATE Palette COLLAB! GRWM & cry session because we all need a good cry.
171,When A Secret Life Leads To Murder - What Happened To Sharon Lopatka? Mystery & Makeup|Bailey Sarian
172,Getting Ready To Sit On The Couch & CHAT! [BOLD WING LINER & RED LIP] | Bailey Sarian
173,An Innocent Man On Death Row [ When The System Fails You ] - Mystery & Makeup GRWM | Bailey Sarian
174,Jonestown Massacre [ Apocalyptic Cult ] Who Was Jim Jones ? |Mystery & Makeup - GRWM| Bailey Sarian
175,Cam Girl Obsession Turns Deadly [ Amato Case ] - Mystery & Makeup GRWM | Bailey Sarian
176,Tulsa Race Massacre [ What Happened ?! ] - Mystery & Makeup GRWM | Bailey Sarian
177,🌙 Getting Scammed... again - GRWM + Mauve Makeup Pageant Girl - Bailey Sarian
178,Serial Killer or Serial Confessor? Gerald Stano | Mystery & Makeup | GRWM | Bailey Sarian
179,"The Dark Story Behind A UFO ""Religious"" Group - Heavens Gate | Mystery & Makeup | Bailey Sarian"
180,My Beauty Room & Filming Set Up - Makeup Room Tour | Bailey Sarian
181,Exorcism Of Anna Ecklund - A Very Dark History | Mystery & Makeup GRWM - Bailey Sarian
182,"Jolly Jane, The Angel Of Death Went on A Poisoning Spree | Mystery & Makeup - GRWM | Bailey Sarian"
183,Satanic Panic or A Cult Hidden In Town? Very Peculiar Unsolved Mystery & Makeup | GRWM Bailey Sarian
184,🦋Neighbor Is Wearing Underwear on his face &  Colorful Makeup Look - A GRWM with Bailey Sarian 🦋
185,Vanished. Where is Emma Fillipoff? Missing Since 2013 - Mystery & Makeup GRWM | Bailey Sarian
186,A True Monster or Victim? Aileen Wuornos - Mind of a Monster | Mystery & Makeup GRWM | Bailey Sarian
187,Following A Hilary Duff Tutorial Cuz WHYYY NOTTT - Busy Mom On The Go Makeup Look - Bailey Sarian
188,Hell’s Belle The Black Widow of the Midwest - Belle Gunness - Mystery & Makeup GRWM | Bailey Sarian
189,"1 Of Americas Most Notorious, Ted Bundy - Mystery & Makeup | Bailey Sarian"
190,UK Makeup Haul & Movie Recommendations That Nobody Asked For with Bailey Sarian
191,*I'M BACK* Lets Talk About The ButterBox Babies- Canadian Horror Story |Mystery&Makeup|Bailey Sarian
192,"Hi, I'm back! 👋🏼Where I was, why I was MIA and let me tell youUUuu.... GRWM with Bailey Sarian"
193,Missing Children Uncovers a STRANGE timeline of events. JJ&Tylee Vallow Mystery&Makeup Bailey Sarian
194,"Little Q+A how I got into true crime, saint the doggie and embarrassing stories! GRWM Bailey Sarian"
195,Jeffrey Dahmer. Inside His Messed Up Mind & How He Almost Got Away. Mystery & Makeup | Bailey Sarian
196,"Genesee River Monster, Arthur Shawcross.One Of The Worst Killers.Mystery & Makeup GRWM Bailey Sarian"
197,🔥Valentines Day Makeup LOOK 🔥 GRWM a weird movie and a good time with Bailey Sarian
198,Giulia Tofana Killed Over 600 Men With Her Poisonous Makeup - Mystery & Makeup | Bailey Sarian
199,Lets watch & react to YouTubers I dont know & do my makeup. A good time with Bailey Sarian
200,Honeymoon Killer. Scuba Diving Gone Wrong or Murder? Mystery & Makeup Bailey Sarian
201,"were so mint to be, omg. GRWM where we chat about Shen Yun and More! fun times with Bailey Sarian"
202,Classic/Old Hollywood In Depth Makeup Tutorial. Im so cute wow omg yay | Bailey Sarian
203,The Night Stalker : Richard Ramirez | Mystery & Makeup GRWM | Bailey Sarian
204,when ur pmsing and nothing goes right. welcome to my tutorial | GRWM Bailey Sarian
205,The Scorecard Man Randy Kraft. Were there 61 Victims? Others Involved?Mystery&Makeup | Bailey Sarian
206,"The Cannibal Couple? She drinks, he stinks. Dmitry Baksheev & Natalia | Mystery&Makeup Bailey Sarian"
207,showing my 2019 favorites & creating 90s inspired look with them | Bailey Sarian
208,The Bizarre Jenny Jones Case - Secret Crush Revealed Goes Wrong | Mystery & Makeup | Bailey Sarian
209,"~*eArLy 00’s bAbY lOoK*~ Frostbitten, But ClownISH Makeup - GRWM| Bailey Sarian"
210,I tried Oprahs Fav Things 2019 - Are they worth the HYPE?! - Christmas Time with Bailey Sarian
211,The Worst Lady Ive Heard Of - Gertrude Baniszewski was Trash GRWM | Mystery & Makeup - Bailey Sarian
212,Bettie Page a killer?? The Case Of The Vanishing Pinup - Mystery & Makeup GRWM | Bailey Sarian
213,"full face, just concealer? Camera Man picks out my makeup & wants to date u. GRWM | Bailey Sarian"
214,"How Many Victims? The Butcher of Rostov, Andrei Chikatilo| Mystery & Makeup GRWM Bailey Sarian"
215,Wig Haul & New COLLAB Chat - Cheap Wigs that are cheap and cute ! | Bailey Sarian
216,A Stroll Down Lovers Lane The Hall-Mills Mystery - Mystery & Makeup | GRWM - Bailey Sarian
217,A String Of Really Bad Luck? American Monster Death Row Granny - Mystery & Makeup GRWM Bailey Sarian
218,a fire smokey green/blue eyeshadow look & giving advice to camera man about life | Bailey Sarian
219,Human Hamburgers? The Very Disturbed Joe Metheny - Mystery & Makeup GRWM | Bailey Sarian
220,NO DAMAGE HAIR EXTENSIONS?! Easy Hair Extension Tutorial - Easy Hair Tutorial | Bailey Sarian
221,Sexual Relations With A Demon? Snedeker Family HOAX or TRUTH? Mystery & Makeup GRWM | Bailey Sarian
222,"~*GRWM*~ Simple Smokey Eye Tutorial & Chatting About New York, Movies and Moving | Bailey Sarian"
223,Haunted Bunk Beds? The Tallman's Haunted Dream Home - Mystery & Makeup GRWM | Bailey Sarian
224,fall baby FALL makeup look. EASY Grunge makeup tutorial. CANDLES. SEASONS. FALL!! | Bailey Sarian
225,"The Halloween Love Triangle and The Mysterious ""L"" Word - GRWM  Mystery & Makeup | Bailey Sarian"
226,Betty Boop x IPSY Collection. Creating A Purple Look & A Giveaway 🌟WOOOOOO | Bailey Sarian
227,Candy Man - The Man Who Killed Halloween - Mystery & Makeup GRWM | Bailey Sarian
228,I look like a glam clown. Love that for me - GRWM it’s a food time | Bailey Sarian
229,Satanist In The Suburbs. The Devil Worshipper Pazuzu - Mystery and Makeup - GRWM| Bailey Sarian
230,my strange dating story lol - Sophia Loren / Sharon Tate Makeup Look - GRWM |Bailey Sarian
231,"Wealthy Mother Tries To ""Fix"" Son with Incest - YEAH WTF - Mystery&Makeup | Bailey Sarian"
232,"Halloween, Wedding Makeup & Betty Boop ~ GRWM ~ Red Lip Soft Eyes Makeup Tutorial | Bailey Sarian"
233,The Unabomber. Who was Ted Kaczynski? Inside his mind - Mystery&Makeup Bailey Sarian
234,The Chilling Greyhound Bus Case - Justice Served? | Mystery&Makeup GRWM Bailey Sarian
235,cinderella went to the club..look. GRWM while i ramble about life & a car accident | Bailey Sarian
236,Family Man To Americas Most Wanted ? 18 Year Case | Mystery&Makeup | Bailey Sarian
237,I try a new foundation and get ready for an event GRWM do we like it? do we love it? | BAILEY SARIAN
238,5 Strange Unsolved Missing Cases - Mystery & Makeup | Bailey Sarian
239,"summer grunge makeup look. super easy tutorial, you cant mess it up, maybe. GRWM | Bailey Sarian"
240,The Creeper White Van & Tool Box - This Couldve Been Prevented |Mystery&Makeup GRWM Bailey Sarian
241,"GRWM yellow eyeshadow look - Judy garland, flying and crying, FUN! | Bailey Sarian"
242,"Like Mother, Like Son - Sante and Kenny Kimes | GRWM -Mystery&Makeup- Bailey Sarian"
243,Getting Ready For My Day
244,Church Cult & Cellar Girls | The Awful Gary Heidnik | Mystery&Makeup - Bailey Sarian
245,Skin Care | AM/PM ROUTINE | Skin Care Tips | DRY SKIN | Bailey Sarian
246,The Cannibal Poet. Successful Writer or big liar?Canibal de la Guerrero|MYSTERY&MAKEUP Bailey Sarian
247,🔥sizzling smokey eyes using my drugstore makeup favs - drug store makeup tutorial | Bailey Sarian
248,Longest Case in Australia History - Family Court Chaos - Mystery&Makeup | Bailey Sarian
249,Malibu Barbz Vibe - Pink Eyeshadow Makeup Tutorial - Summer Makeup | Bailey Sarian
250,300 year old werewolf? Richardson Family Case - MurderMystery&Makeup GRWM | Bailey Sarian
251,Covering my tattoo with makeup? will it work? LETS TRY! Tattoo Coverup - Tattoo Tour | Bailey Sarian
252,"Will this foundation match tho? Colorful Eyeshadow for everyday, super natural wow| Bailey Sarian"
253,The ToyBox Mystery - David Parker Ray - GRWM MurderMystery&Makeup | Bailey Sarian
254,a GRWM where everything went wrong so instead I ask questions for you to answer | Bailey Sarian
255,Scream Inspired  - Cassie Jo Stoddart Case - MurderMystery&Makeup | Bailey Sarian
256,💦 Sweat & Summer Proof Makeup - Summer Grunge Look - Makeup Tutorial 2019 | Bailey Sarian
257,Police Cover Up? The System Failed Mitrice Richardson - MurderMystery&Makeup | Bailey Sarian
258,what REALLY happened in the Spreckels Mansion? Rebecca Zahau Case MurderMystery&Makeup|Bailey Sarian
259,Smokey Glitter Sultry Eyes & Luminous Skin - Easy Makeup Tutorial - GLOW BABY | Bailey Sarian
260,Edmund Kemper III - Wanna be cop turns deadly - Mystery&Makeup - GRWM | Bailey Sarian
261,Working with celebs - Fillers & botox - Ask Me Anything & A Luminous makeup Tutorial | Bailey Sarian
262,REAL LIFE Silence Of The Lambs?! 😫 Body Snatcher - MurderMystery&Makeup GRWM | Bailey Sarian
263,60s Makeup LOOK - Easy Lana Del Rey/Priscilla Presley Makeup Tutorial - Spring look | Bailey Sarian
264,"the secret to life - GRWM while I talk about mean comments, LA & drama | Bailey Sarian"
265,Intruder or Murder? The Strange Case Of Robert Wone - MurderMystery&Makeup - GRWM | Bailey Sarian
266,HOW I EDIT MY INSTAGRAM PHOTOS / FAVORITE IG STORY APPS / BEST APPS - BAILEY SARIAN
267,UNSOLVED 4Murders- Did They Find The Man Responsible Too Late? - MurderMystery&Makeup| Bailey Sarian
268,Big Beachy Loose Waves Hair Tutorial - Hair Extensions - Short hair to long hair | Bailey Sarian
269,*Conspiracy Blucifer the veiny horse is low key demonic-MurderMystery&Makeup GRWM | Bailey Sarian
270,spilling tea & this jungle green makeup look - green smokey eye & new makeup | Bailey Sarian
271,The Cannibal Cafe ? Murder or Volunteer? MurderMystery&Makeup a Grwm|Bailey Sarian
272,70's INSPIRED GLAM - EASY MAKEUP TUTORIAL - SUMMER MAKEUP | Bailey Sarian
273,Spring Clean that Closet & Spring Pink Makeup Look - Easy Fresh Makeup Tutorial | Bailey Sarian
274,Thrown Overboard or Cruise Line Cover Up? - Rebecca Corium - MurderMystery&Makeup| Bailey Sarian
275,"Natasha Denona Biba Palette, Foundation X, BLOOM Blush and Glow Palette - New Makeup - Bailey Sarian"
276,Gypsy Rose Blanchard - Munchausen by proxy or Killer? - MysterMystery&Makeup - Bailey Sarian
277,EASY Grunge Makeup Tutorial - Grunge makeup look - 90s makeup  | Bailey Sarian
278,it WAS a cover up LaVena Johnson - MurderMystery&Makeup - GRWM - TRUE CRIME| Bailey Sarian
279,"QUCKIE 10 MIN MAKEUP LOOK - I AINT GOT TIME FOR THAT, FACE - SIMPLE MAKEUP - Bailey Sarian"
280,"I am over observant, i dont like the oscars, movies I've watched & new makeup GRWM | Bailey Sarian"
281,Classic Hollywood Inspired Makeup - Hedy Lamarr Makeup Tutorial - Vintage Red Lip | Bailey Sarian
282,"Entitled Pretty Teen Kills Parents? Or nah? GRWM Murder, Mystery & Makeup | Bailey Sarian"
283,*NEW* MERCH  // some pretty cool stuff I made and want to share with you | Bailey Sarian
284,"The Woman Hannibal Lecter - Katherine Knight - GRWM - Murder, Mystery & Makeup | Bailey Sarian"
285,SUPER GLOW - 90s MAKEUP TUTORIAL - VAMPY LIP & SIMPLE EYES | Bailey Sarian
286,"A Valentines Day Murder ? - Murder, Mystery & Makeup - GRWM & True Crime | Bailey Sarian"
287,"what's new in makeup land? also, a lovely GIVEAWAY for you | pr unboxing | Bailey Sarian"
288,"Murder, Mystery and Makeup Monday - Did She kill her husband? GRWM & Lets Discuss | Bailey Sarian"
289,"My Acne Struggle, Micro needling , Chemical Peels & Getting Clear Skin | Bailey Sarian"
290,"GRWM Murder, Mystery and Makeup - GRWM &  15,000 Piece Shoe Collector’s Murder | Bailey Sarian"
291,"This will wash my brushes? in 15 mins, u say? LILUMIA BRUSH CLEANER | Bailey Sarian"
292,"Chris Watts - 2000 Page Discovery Murder, Mystery & Makeup | Bailey Sarian"
293,FAV 2018 MAKEUP PRODUCTS - PRODUCTS IM KEEPING IN 2019 - RIDE OR DIE | BAILEY SARIAN
294,from NOT to HOT (if you squint) GRWM lets shoot the s&!t and do makeup | Bailey Sarian
295,New Years Glam / Glitter Eyes / Dramatic Party Makeup Tutorial | Bailey Sarian
296,"Black Friday & Cyber Monday Huge Clothing Try on Haul - Topshop, Levis, PLT, Zara | Bailey Sarian"
297,Amazon Gift Guide - Oprah's Favorite Thing and lots of massaging! Great Gift Ideas | Bailey Sarian
298,"Vlogmas ! Surprising my fiancé with $10,000 in debt *emotional *clickbait LETS DECORATE THE TREE THO"
299,GRWM Black out smokey eyes & my OOTD // new tattoos - merch & grunge outfit | Bailey Sarian
300,GLAM GRUNGE TUTORIAL / IPSY NOV GLAM BAG / EASY MAKEUP TUTORIAL |  Bailey Sarian
301,"WEEKEND VLOG - ""I have a hole in my face and its all holy"" / & Puppy Love  | Bailey Sarian"
302,LA Apartment Tour | Home Decor & Stealing Pinterest Ideas - Bailey Sarian
303,Sephora holiday haul & holiday goodies ! and yep this is my title | Bailey Sarian
304,scamming the scammer / catching the catfish ... a GRWM story time
305,worst palette of 2018? seriously tho I'm confused. $120 garbage | Bailey Sarian
306,"The Ultimate Sapphire Smokey Eyes - we going out tonight , makeup tutorial | Bailey Sarian"
307,high ponytail for short hair girls - EASY & CHEAP - high ponytail tutorial | Bailey Sarian
308,"hellboy's side chick, hell girl. Devil halloween makeup tutorial Easy halloween Look | Bailey Sarian"
309,"👽 ALIEN HALLOWEEN 🎃 or real talk, Greta the gremlin.Easy Halloween Makeup Tutorial | Bailey Sarian"
310,Desi x Katy Friendcation Palette Blue Smoked Winged Liner Bomb dot Com Look | Bailey Sarian
311,me looking like kaka and unboxing NEW makeup ! do we like it or not? | Bailey Sarian
312,🏠 a *HOMEGOODS* haul. home decor is my life now...with :  Bailey Sarian
313,realistic Sephora vib haul  * spoiler *  I got 3 things & try on  | Bailey Sarian
314,celebrity makeup artist does my makeup ! Jill Powell's tips & tricks for bomb makeup | Bailey Sarian
